episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
240,q_learning,3,0.0883,2.4,819,cpu,2,38,11.15,0.30029,0.0
241,q_learning,3,0.0886,2.38,819,cpu,2,16,10.57,0.29879,0.0
242,q_learning,3,0.0892,2.38,822,cpu,2,37,12.06,0.29729,0.0
243,q_learning,3,0.0894,2.32,822,cpu,1,10,0.72,0.29581,0.0
244,q_learning,3,0.0897,2.32,822,cpu,1,16,0.26,0.29433,0.0
245,q_learning,3,0.0899,2.32,822,cpu,2,14,10.79,0.29286,0.0
246,q_learning,3,0.0908,2.36,828,cpu,5,46,41.6,0.29139,0.0
247,q_learning,3,0.0912,2.36,828,cpu,3,27,21.27,0.28994,0.0
248,q_learning,3,0.0918,2.4,828,cpu,3,29,21.45,0.28849,0.0
249,q_learning,3,0.0925,2.46,837,cpu,5,39,41.77,0.28704,0.0
250,q_learning,3,0.0929,2.52,837,cpu,3,25,21.29,0.28561,0.0
251,q_learning,3,0.0936,2.6,846,cpu,6,37,52.3,0.28418,0.0
252,q_learning,3,0.0941,2.58,846,cpu,4,27,31.58,0.28276,0.0
253,q_learning,3,0.0945,2.58,849,cpu,2,26,11.67,0.28135,0.0
254,q_learning,3,0.0954,2.64,852,cpu,4,52,32.43,0.27994,0.0
255,q_learning,3,0.0961,2.7,855,cpu,5,36,42.1,0.27854,0.0
256,q_learning,3,0.0964,2.64,858,cpu,2,20,10.93,0.27715,0.0
257,q_learning,3,0.0971,2.72,858,cpu,4,43,32.02,0.27576,0.0
258,q_learning,3,0.0982,2.72,870,cpu,5,62,42.24,0.27438,0.0
259,q_learning,3,0.0989,2.74,870,cpu,2,42,10.91,0.27301,0.0
260,q_learning,3,0.0992,2.74,870,cpu,2,13,10.5,0.27164,0.0
261,q_learning,3,0.0998,2.78,870,cpu,4,30,31.85,0.27029,0.0
262,q_learning,3,0.1003,2.88,879,cpu,5,27,41.29,0.26893,0.0
263,q_learning,3,0.1005,2.84,879,cpu,1,17,0.75,0.26759,0.0
264,q_learning,3,0.101,2.84,879,cpu,2,29,10.94,0.26625,0.0
265,q_learning,3,0.1015,2.82,882,cpu,3,33,21.01,0.26492,0.0
266,q_learning,3,0.1022,2.84,882,cpu,3,39,22.55,0.2636,0.0
267,q_learning,3,0.103,2.88,882,cpu,4,53,33.52,0.26228,0.0
268,q_learning,3,0.1039,2.96,888,cpu,6,51,51.76,0.26097,0.0
269,q_learning,3,0.1046,3.0,891,cpu,4,44,31.51,0.25966,0.0
270,q_learning,3,0.1049,3.0,891,cpu,2,17,10.86,0.25836,0.0
271,q_learning,3,0.1056,3.1,894,cpu,5,34,41.52,0.25707,0.0
272,q_learning,3,0.1061,3.16,894,cpu,4,31,30.94,0.25579,0.0
273,q_learning,3,0.1065,3.18,894,cpu,1,21,1.11,0.25451,0.0
274,q_learning,3,0.1067,3.16,894,cpu,2,14,10.99,0.25324,0.0
275,q_learning,3,0.1071,3.1,894,cpu,2,18,10.55,0.25197,0.0
276,q_learning,3,0.1074,3.1,897,cpu,2,19,11.04,0.25071,0.0
277,q_learning,3,0.1079,3.06,897,cpu,3,27,22.07,0.24946,0.0
278,q_learning,3,0.1083,3.06,897,cpu,2,21,10.82,0.24821,0.0
279,q_learning,3,0.109,3.16,903,cpu,5,40,41.26,0.24697,0.0
280,q_learning,3,0.1093,3.12,903,cpu,2,16,10.77,0.24573,0.0
281,q_learning,3,0.1097,3.08,903,cpu,3,24,21.0,0.2445,0.0
282,q_learning,3,0.1102,3.12,909,cpu,5,28,41.58,0.24328,0.0
283,q_learning,3,0.1109,3.18,918,cpu,5,37,41.19,0.24206,0.0
284,q_learning,3,0.1117,3.18,927,cpu,5,41,42.15,0.24085,0.0
285,q_learning,3,0.1118,3.16,927,cpu,1,8,0.54,0.23965,0.0
286,q_learning,3,0.1122,3.14,927,cpu,3,24,21.4,0.23845,0.0
287,q_learning,3,0.1126,3.1,927,cpu,3,21,20.93,0.23726,0.0
288,q_learning,3,0.1129,3.12,927,cpu,2,18,10.75,0.23607,0.0
289,q_learning,3,0.1132,3.14,927,cpu,3,15,20.39,0.23489,0.0
290,q_learning,3,0.1136,3.16,927,cpu,3,24,21.4,0.23372,0.0
291,q_learning,3,0.114,3.18,927,cpu,3,26,21.18,0.23255,0.0
